Store,Storeid,Suburb,State,Postcode,RANK,Banner,Group,,,,,,,,,,,
Gawler General Store,30829,GAWLER ,TAS,7315,,Misc,,,,,,,,,,,,
IGA X-press Geeveston,30437,GEEVESTON,TAS,7116,,IGA X-Press,,,,,,,,,,,,
IGA George Town,30621,GEORGE TOWN,TAS,7253,,IGA,,,,,,,,,,,,
Gladstone General Store,30311,GLADSTONE  ,TAS,7264,,Misc,,,,,,,,,,,,
Hill St Kitchen,30710,GLENORCHY ,TAS,7010,,Misc,,,,,,,,,,,,
Goodwood Store,30367,GOODWOOD,TAS,7010,,Misc,,,,,,,,,,,,
Lagoon General Store,30310,GRANTON ,TAS,7030,,Misc,,,,,,,,,,,,
Greens Beach T/away & Family Shop,30662,GREENS BEACH ,TAS,7270,,Misc,,,,,,,,,,,,
Grove Store,30321,GROVE,TAS,7109,,C-Store,,,,,,,,,,,,
Hadpsen Mini Mart,30530,HADSPEN,TAS,7290,,IGA X-Press,,,,,,,,,,,,
CAMPUS & CO HOBART (FWKS),258963,HOBART,TAS,7000,2149,Foodworks,,,,,,,,,,,,
Fresh Market Davey,30167,HOBART,TAS,7000,,C-Store,,,,,,,,,,,,
Salamanca Fruit Market,30306,HOBART ,TAS,7000,,C-Store,,,,,,,,,,,,
IGA X-press Huonville Salamanca,30622,HUONVILLE,TAS,7109,,IGA X-Press,,,,,,,,,,,,
Huonville General Store,30238,HUONVILLE ,TAS,7109,,C-Store,,,,,,,,,,,,
IGA X-press Salamanca Fresh Bellerive,30620,KIINGSTON,TAS,7050,,IGA X-Press,,,,,,,,,,,,
IGA X-press Salamanca Fresh Bellerive,30620,KIINGSTON,TAS,7050,,C-Store,,,,,,,,,,,,
Cash n Carry Prospect,30123,KINGS MEADOWS,TAS,7249,,Ind,,,,,,,,,,,,
Salamanca Fresh Lenah Valley,30619,KINGSTON,TAS,7050,,C-Store,,,,,,,,,,,,
Salamanca Fresh Kingston,30558,KINGSTON  ,TAS,7050,,C-Store,,,,,,,,,,,,
Lady Barron Store,30830,LADY BARRON ,TAS,7255,,C-Store,,,,,,,,,,,,
Hill Street Grocer (Latrobe),30608,LATROBE,TAS,7307,,IGA,,,,,,,,,,,,
IGA X-press Latrobe ,30384,LATROBE,TAS,7307,,IGA X-Press,,,,,,,,,,,,
Hill Street Grocer (Lauderdale),30839,LAUDERDALE,TAS,7021,,IGA X-Press,,,,,,,,,,,,
TCM Market,30345,LAUDERDALE,TAS,7021,,C-Store,,,,,,,,,,,,
CAMPUS & CO LAUNCESTON,284577,LAUNCESTON,TAS,7250,2165,Foodworks,-,,,,,,,,,,,
IGA X-press Invermay Road,30307,LAUNCESTON,TAS,7250,,IGA X-press,,,,,,,,,,,,
Mood Food Grand Central,30288,LAUNCESTON ,TAS,7250,,Misc,,,,,,,,,,,,
St Leonards Supermarket,30300,LAUNCESTON ,TAS,7250,,Misc,,,,,,,,,,,,
Alps & Amici East Launceston,30586,LAUNCESTON ,TAS,7250,,Misc,,,,,,,,,,,,
Young's Vegie Shed,30814,LAUNCESTON ,TAS,7250,,Misc,,,,,,,,,,,,
Lenah Valley Foodmarket,30244,LENAH VALLEY ,TAS,7008,,C-Store,,,,,,,,,,,,
IGA Lilydale (Wragg's),30571,LILYDALE,TAS,7268,,IGA,,,,,,,,,,,,
IGA X-press Lindisfarne,30105,LINDISFARNE,TAS,7015,,IGA X-Press,,,,,,,,,,,,
Hill Street Grocer (Longford),30467,LONGFORD,TAS,7301,,IGA,,,,,,,,,,,,
IGA X-press Longford (Marcus),30104,LONGFORD,TAS,7301,,IGA X-Press,,,,,,,,,,,,
Merediths Orchard,30375,MARGATE ,TAS,7054,,C-Store,,,,,,,,,,,,
Margate Village Supermarket,30294,MARGATE ,TAS,7054,,Misc,,,,,,,,,,,,
Marrawah General Store,30340,MARRAWAH ,TAS,7330,,Misc,,,,,,,,,,,,
Middleton General Store,30470,MIDDLETON  ,TAS,7163,,C-Store,,,,,,,,,,,,
Midway Point Store,30389,MIDWAY POINT,TAS,7171,,Misc,,,,,,,,,,,,
Great Lake General Store,30313,MIENA,TAS,7030,,Misc,,,,,,,,,,,,
Mole Creek Supermarket,30804,MOLE CREEK,TAS,7304,,Misc,,,,,,,,,,,,
IGA X-press Rosetta,30528,MONTROSE ,TAS,7010,,IGA X-Press,,,,,,,,,,,,
Mt Nelson  Store,30336,MOUNT NELSON ,TAS,7007,,Misc,,,,,,,,,,,,
Murdunna Roadhouse,30282,MURDUNNA ,TAS,7178,,Misc,,,,,,,,,,,,
IGA X-press New Norfolk,30297,NEW NORFOLK,TAS,7140,,IGA X-Press,,,,,,,,,,,,
Eagle Snack Bar,30324,NEW NORFOLK,TAS,7018,,Misc,,,,,,,,,,,,
New Norfolk Foodmarket,30414,NEW NORFOLK ,TAS,7140,,Misc,,,,,,,,,,,,
Hill Street Grocer (New Town),30278,NEW TOWN ,TAS,7008,,IGA X-Press,,,,,,,,,,,,
IGA X-press Newnham,30506,NEWNHAM,TAS,7248,,IGA X-Press,,,,,,,,,,,,
Brooker Ezy Store,30335,NORTH HOBART ,TAS,7000,,Misc,,,,,,,,,,,,
IGA Norwood (Launceston),30301,NORWOOD,TAS,7250,,IGA,,,,,,,,,,,,
Norwood Newsagency,30638,NORWOOD ,TAS,7250,,Misc,,,,,,,,,,,,
IGA X-press Nubeena (Seabreeze),30259,NUBEENA,TAS,7184,,IGA X-Press,,,,,,,,,,,,
IGA X-press Nubeena Village Store,30538,NUBEENA,TAS,7184,,IGA X-Press,,,,,,,,,,,,
Nunamara General Store,30720,NUNAMARA ,TAS,7259,,Misc,,,,,,,,,,,,
IGA Oatlands (Roxy),30382,OATLANDS,TAS,7120,,IGA,,,,,,,,,,,,
Old Beach Store,30379,OLD BEACH ,TAS,7017,,Misc,,,,,,,,,,,,
IGA Orford,30262,ORFORD,TAS,7190,,IGA,,,,,,,,,,,,
IGA X-press Ouse,30383,OUSE,TAS,7140,,IGA X-Press,,,,,,,,,,,,
Caltex Ouse,30452,OUSE ,TAS,7140,,Misc,,,,,,,,,,,,
IGA Penguin (Debrand's),30366,PENGUIN,TAS,7316,,IGA,,,,,,,,,,,,
IGA X-press Penguin (Lane's),30658,PENGUIN,TAS,7316,,IGA X-Press,,,,,,,,,,,,
Ironcliffe Road Store,30264,PENGUIN,TAS,7316,,C-Store,,,,,,,,,,,,
IGA X-press Perth ,30486,PERTH,TAS,7300,,IGA X-Press,,,,,,,,,,,,
IGA Prospect Baxter's,30736,PROSPECT,TAS,7250,,IGA,,,,,,,,,,,,
IGA Queenstown (Evans),30471,QUEENSTOWN,TAS,7467,,IGA,,,,,,,,,,,,
IGA Queenstown (Railway),30520,QUEENSTOWN,TAS,7467,,IGA,,,,,,,,,,,,
IGA Ravenswood ,30813,RAVENSWOOD,TAS,7250,,IGA,,,,,,,,,,,,
IGA X-press Richmond,30133,RICHMOND,TAS,7025,,IGA X-Press,,,,,,,,,,,,
Sargent's Family Supermarket,30587,RIDGLEY,TAS,7321,,C-Store,,,,,,,,,,,,
Risdon Vale Supermarket,30539,RISDON VALE,TAS,7016,,Misc,,,,,,,,,,,,
Risdon Vale Agencies,30687,RISDON VALE ,TAS,7016,,Misc,,,,,,,,,,,,
Joe's Supermarket & Takeaway,30353,RIVERSIDE,TAS,7250,,Misc,,,,,,,,,,,,
IGA Rokeby,30338,ROKEBY  ,TAS,7019,,IGA,,,,,,,,,,,,
Bennetts Petroleum t/as Rokeby General Store,30623,ROKEBY  ,TAS,7019,,Misc,,,,,,,,,,,,
IGA X-press Rosebery,30403,ROSEBERY,TAS,7470,,IGA X-Press,,,,,,,,,,,,
Baxter's IGA Sandy Bay,30356,SANDY BAY,TAS,7005,,IGA,,,,,,,,,,,,
Hill Street Grocer (Sandy Bay),30308,SANDY BAY,TAS,7005,,IGA X-Press,,,,,,,,,,,,
Blac Fig,30373,SANDY BAY,TAS,7005,,Misc,,,,,,,,,,,,
Scamander Supermarket,30675,SCAMANDER,TAS,7215,,UIGA,,,,,,,,,,,,
CAMPUS & CO SCOTTSDALE FW,276020,SCOTTSDALE,TAS,7260,2169,Foodworks,-,,,,,,,,,,,
IGA X-press Scottsdale (McDougalls),30351,SCOTTSDALE,TAS,7260,,IGA X-Press,,,,,,,,,,,,
Shearwater IGA,30374,SHEARWATER,TAS,7307,,IGA X-Press,,,,,,,,,,,,
IGA Sheffield,30388,SHEFFIELD,TAS,7306,,IGA,,,,,,,,,,,,
IGA Smithton,30252,SMITHTON,TAS,7330,,IGA,,,,,,,,,,,,
IGA Snug Baxter's,30346,SNUG ,TAS,7054,,IGA,,,,,,,,,,,,
IGA Somerset ,30834,SOMERSET,TAS,7322,,IGA,,,,,,,,,,,,
IGA X-press Somerset Redjaf,30303,SOMERSET,TAS,7322,,IGA X-Press,,,,,,,,,,,,
Somerset Milk Bar,30752,SOMERSET ,TAS,7322,,Misc,,,,,,,,,,,,
Sorell Country Fresh Market,30122,SORELL,TAS,7171,,Misc,,,,,,,,,,,,
Macquarie Supermarket,30287,SOUTH HOBART ,TAS,7004,,C-Store,,,,,,,,,,,,
IGA X-press South Riana,30781,SOUTH RIANA,TAS,7316,,IGA X-Press,,,,,,,,,,,,
IGA Spreyton,30176,SPREYTON,TAS,7310,,IGA,,,,,,,,,,,,
IGA St Helens Bay of Fires ,30666,ST HELENS,TAS,7216,,IGA,,,,,,,,,,,,
Hillys IGA St Helens,30377,ST HELENS,TAS,7216,,IGA,,,,,,,,,,,,
IGA X-press St Marys C & D,30290,ST MARYS,TAS,7215,,IGA X-Press,,,,,,,,,,,,
IGA X-press St Marys (Hilly's),30361,ST MARYS,TAS,7215,,IGA X-Press,,,,,,,,,,,,
Stanley Supermarket & Newsagency,30501,STANLEY,TAS,7331,,Misc,,,,,,,,,,,,
IGA Strahan Patrick's ,30296,STRAHAN,TAS,7468,,IGA,,,,,,,,,,,,
IGA X-Press Swansea Morris Supermarket,30363,SWANSEA,TAS,7190,,IGA X-Press,,,,,,,,,,,,
The Trevallyn Grocer,30828,TREVALLYN ,TAS,7250,,C-Store,,,,,,,,,,,,
Triabunna IGA,30355,TRIABUNNA,TAS,7190,,IGA,,,,,,,,,,,,
IGA Ulverstone Railway ,30263,ULVERSTONE,TAS,7315,,IGA,,,,,,,,,,,,
IGA X-press West Ulverstone,30641,ULVERSTONE,TAS,7315,,IGA X-Press,,,,,,,,,,,,
Hill Street Grocer (South Hobart),30430,WEST HOBART,TAS,7000,,IGA X-Press,,,,,,,,,,,,
Hill Street Grocer (West Hobart),30445,WEST HOBART,TAS,7000,,IGA X-Press,,,,,,,,,,,,
West Hobart Express,30293,WEST HOBART  ,TAS,7000,,Misc,,,,,,,,,,,,
IGA West Launceston (Tamar Valley Grocer),30380,WEST LAUNCESTON,TAS,7250,,IGA,,,,,,,,,,,,
IGA Westbury Fellows,30581,WESTBURY,TAS,7303,,IGA,,,,,,,,,,,,
IGA X-press Flinders Island (Walker's),30550,WHITEMARK,TAS,7255,,IGA X-Press,,,,,,,,,,,,
IGA X-press Wivenhoe,30343,WIVENHOE,TAS,7320,,IGA X-Press,,,,,,,,,,,,
Mick's Fruit & Vegie Shed,30519,WIVENHOE ,TAS,7320,,Misc,,,,,,,,,,,,
IGA Wynyard (West End),30592,WYNYARD,TAS,7325,,IGA,,,,,,,,,,,,
IGA Youngtown ,30818,YOUNGTOWN,TAS,7249,,IGA,,,,,,,,,,,,
IGA X-press Zeehan,30425,ZEEHAN  ,TAS,7469,,IGA X-Press,,,,,,,,,,,,
IGA LOCAL GROCER ABBOTSFORD PLUS LIQUOR,52519,ABBOTSFORD,VIC ,3067,1925,IGA Local Grocer,,,,,,,,,,,,
AIREYS INLET GENERAL STORE,32873,AIREYS INLET,VIC ,3231,1938,Friendly Grocer,,,,,,,,,,,,
IGA LOCAL GROCER AIRPORT WEST,14941,AIRPORT WEST,VIC ,3042,1418,IGA Local Grocer,,,,,,,,,,,,
IGA LOCAL GROCER MILLS STREET,187858,ALBERT PARK,VIC ,3206,1673,IGA Local Grocer,DANNY KASHYAP,,,,,,,,,,,
FOODWORKS ON DUNDAS PLACE,2697,ALBERT PARK,VIC ,3206,1176,Foodworks,,,,,,,,,,,,
FOODWORKS PLUS LIQUOR ALEXANDRA REDDROPS,831,ALEXANDRA,VIC ,3714,139,Foodworks,REDDROPS,,,,,,,,,,,
APCO ALFREDTON VILLAGE GROCER,242177,ALFREDTON,VIC ,3350,1590,IGA Local Grocer,APCO,,,,,,,,,,,
IGA M FOOD PLUS LIQUOR ALTONA,15461,ALTONA,VIC ,3018,1186,IGA Medium,,,,,,,,,,,,
SACCA'S FINE FOOD ALTONA FWKS,231892,ALTONA,VIC ,3018,2154,Foodworks,-,,,,,,,,,,,
GOODS GROCER (FWKS),6737,ALTONA,VIC ,3018,1174,Foodworks,DAVID ROFAEIL,,,,,,,,,,,
IGA M ANGLESEA PLUS LIQUOR,21374,ANGLESEA,VIC ,3230,252,IGA Medium,,,,,,,,,,,,
FOODWORKS APOLLO BAY,12006,APOLLO BAY,VIC ,3233,373,Foodworks,REDDROPS,,,,,,,,,,,
IGA LOCAL GROCER APOLLO BAY PLUS LIQUOR,1008,APOLLO BAY,VIC ,3233,873,IGA Local Grocer,ROBERT LIE,,,,,,,,,,,
IGA L R/FISHERS ARARAT,47022,ARARAT,VIC ,3377,293,IGA Large,RITCHIES,,,,,,,,,,,
IGA LOCAL GROCER ARMADALE PLUS LIQUOR,16773,ARMADALE,VIC ,3143,1750,IGA Local Grocer,DANNY KASHYAP,,,,,,,,,,,
FOODWORKS ASCOT VALE,5410,ASCOT VALE,VIC ,3032,1484,Foodworks,HAPPY APPLE,,,,,,,,,,,
FRIENDLY GROCER ASCOT MARKET WM,11281,ASCOT VALE,VIC ,3032,1916,Friendly Grocer,,,,,,,,,,,,
IGA LOCAL GROCER ASHBURTON PLUS LIQUOR,8647,ASHBURTON,VIC ,3147,690,IGA Local Grocer,JEFF HARPER,,,,,,,,,,,
FWKS ASPENDALE PLUS LIQUOR,2526,ASPENDALE,VIC ,3195,1350,Foodworks,,,,,,,,,,,,
IGA L RITCHIES ASPENDALE GARDENS,20832,ASPENDALE GARDENS,VIC ,3195,200,IGA Large,RITCHIES,,,,,,,,,,,
AVOCA COUNTRY GROCERS (FWKS),6691,AVOCA  ,VIC ,3467,1011,Foodworks,WAYNE HALL,,,,,,,,,,,
FOODWORKS BACCHUS MARSH,1781,BACCHUS MARSH,VIC ,3340,199,Foodworks,ALEX NG,,,,,,,,,,,
IGA L BACCHUS MARSH (CHAMPIONS),21181,BACCHUS MARSH,VIC ,3340,287,IGA Large,CHAMPIONS,,,,,,,,,,,
APCO BAIRNSDALE VILLAGE GROCER,46009,BAIRNSDALE,VIC ,3875,1220,Independents Other,APCO,,,,,,,,,,,
CAMPUS AND CO BAIRNSDALE,280717,BAIRNSDALE,VIC ,3875,2138,Foodworks,-,,,,,,,,,,,
IGA L BAIRNSDALE (RITCHIES),53564,BAIRNSDALE,VIC ,3875,166,IGA Large,RITCHIES,,,,,,,,,,,
DAVID LUCKES FRESH FOOD MARKET,83442,BAIRNSDALE,VIC ,3875,1849,Friendly Grocer,,,,,,,,,,,,
BALLAN COUNTRY GROCERS (FWKS),2933,BALLAN,VIC ,3342,342,Foodworks,WAYNE HALL,,,,,,,,,,,
CAMPUS & CO BALLARAT (FWK,259178,BALLARAT,VIC ,3350,2158,Foodworks,,,,,,,,,,,,
FRIENDLY GROCER JACKS BALLARAT PLUS CBN,30169,BALLARAT,VIC ,3350,1993,Friendly Grocer,,,,,,,,,,,,
IGA L RYANS BALLARAT EAST PLUS LIQUOR,183187,BALLARAT EAST,VIC ,3350,130,IGA Large,RYANS,,,,,,,,,,,
IGA M RYANS NORTHWAY PLUS LIQUOR,37943,BALLARAT NORTH,VIC ,3350,164,IGA Medium,RYANS,,,,,,,,,,,
IGA L RITCHIES BALNARRING,1354,BALNARRING,VIC ,3926,31,IGA Large,RITCHIES,,,,,,,,,,,
IGA L BOCCACCIO BALWYN,1013,BALWYN,VIC ,3103,396,IGA Large,,,,,,,,,,,,
FOODWORKS BALWYN NORTH,10841,BALWYN NORTH,VIC ,3104,1932,Foodworks,,,,,,,,,,,,
IGA M BARANDUDA,244159,BARANDUDA,VIC ,3691,650,IGA Medium,MT BEAUTY,,,,,,,,,,,
IGA M BARWON HEADS PLUS LIQUOR,11126,BARWON HEADS,VIC ,3227,557,IGA Medium,JEAN COWLEY,,,,,,,,,,,
FOODWORKS PLUS LIQUOR UPPER BEACONSFIELD,21471,BEACONSFIELD,VIC ,3807,1967,Foodworks,,,,,,,,,,,,
IGA M RYANS BEAUFORT PLUS LIQUOR,11673,BEAUFORT,VIC ,3373,380,IGA Medium,RYANS,,,,,,,,,,,
FOODWORKS PLUS LIQUOR BEAUMARIS,9645,BEAUMARIS,VIC ,3193,1358,Foodworks,,,,,,,,,,,,
IGA M BEAUMARIS PLUS LIQUOR,13966,BEAUMARIS,VIC ,3193,561,IGA Medium,SCHROEDER,,,,,,,,,,,
FWKS ON KEYS ST,194705,BEAUMARIS,VIC ,3193,1908,Foodworks,HARSH ,,,,,,,,,,,
IGA L RITCHIES LOCH ST BEECHWORTH,197157,BEECHWORTH,VIC ,3747,125,IGA Large,RITCHIES,,,,,,,,,,,
IGA BELGRAVE SOUTH,2614,BELGRAVE SOUTH,VIC ,3160,986,IGA Medium,GBD,,,,,,,,,,,
IGA LOCAL GROCER NEWLANDERS PLUS LIQ B/PARK,11884,BELL PARK,VIC ,3215,1434,IGA Local Grocer,ROBERT LIE,,,,,,,,,,,
BELL POST HILL GROCERY (FWKS),3172,BELL POST HILL,VIC ,3215,1758,Foodworks,DAVE WILLIAMSON,,,,,,,,,,,
BENALLA GROCER (FWKS),41283,BENALLA,VIC ,3671,1048,Foodworks,REDDROPS,,,,,,,,,,,
CAMPUS & CO BENDIGO FWKS,279709,BENDIGO,VIC ,3550,2122,Foodworks,-,,,,,,,,,,,
IGA LOCAL GROCER BENTLEIGH PLUS LIQUOR,52365,BENTLEIGH,VIC ,3204,1034,IGA Local Grocer,LING CHEN,,,,,,,,,,,
FGRC BENTLEIGH EAST,39649,BENTLEIGH EAST,VIC ,3165,1669,Friendly Grocer,-,,,,,,,,,,,
FOODWORKS PLUS LIQUOR BENTLEIGH EAST,26551,BENTLEIGH EAST,VIC ,3165,2068,Foodworks,,,,,,,,,,,,
FOODWORKS CHESTERVILLE RD,10831,BENTLEIGH EAST,VIC ,3165,1801,Foodworks,,,,,,,,,,,,
IGA L EAST BENTLEIGH (RITCHIES),33260,BENTLEIGH EAST,VIC ,3165,148,IGA Large,RITCHIES,,,,,,,,,,,
IGA M ALIRA VILLAGE,242982,BERWICK,VIC ,3806,1053,IGA Medium,,,,,,,,,,,,
IGA M BIRCHIP PLUS LIQUOR,12344,BIRCHIP,VIC ,3483,882,IGA Medium,HARRISON NGUYEN,,,,,,,,,,,
BIRREGURRA GEN STORE FGRC,250814,BIRREGURRA,VIC ,3242,1918,Friendly Grocer,,,,,,,,,,,,
IGA M BITTERN PLUS LIQUOR,53539,BITTERN,VIC ,3918,937,IGA Medium,LUBNA,,,,,,,,,,,
JEFFERIES OF BLACKBURN FGRC,270478,BLACKBURN,VIC ,3130,1974,Friendly Grocer,gary jefferies,,,,,,,,,,,
IGA LOCAL GROCER BLAIRGOWRIE,32697,BLAIRGOWRIE,VIC ,3942,1118,IGA Local Grocer,,,,,,,,,,,,
IGA M BOORT PLUS LIQUOR,33291,BOORT,VIC ,3537,965,IGA Medium,,,,,,,,,,,,
IGA M ALCHESTER PLUS LIQUOR,20892,BORONIA,VIC ,3155,927,IGA Medium,BRAD MONROE,,,,,,,,,,,
CAMPUS & CO BORONIA (FWKS,247684,BORONIA,VIC ,3155,2082,Foodworks,,,,,,,,,,,,
FRIENDLY GROCER BOX HILL NORTH,14500,BOX HILL NORTH,VIC ,3129,1699,Friendly Grocer,,,,,,,,,,,,
FOODWORKS PLUS LIQUOR BRAYBROOK,4043,BRAYBROOK,VIC ,3019,1988,Foodworks,,,,,,,,,,,,
IGA M RITCHIES BRIGHT,5509,BRIGHT,VIC ,3741,608,IGA Medium,RITCHIES,,,,,,,,,,,
BRIGHTON GROCER,2331,BRIGHTON,VIC ,3186,1064,Foodworks,REDDROPS,,,,,,,,,,,
GRAPE & GROCER (FWKS),3698,BRIGHTON,VIC ,3186,1503,Foodworks,-,,,,,,,,,,,
NORTH BRIGHTON GROCER (FWKS),3200,BRIGHTON,VIC ,3186,1116,Foodworks,REDDROPS,,,,,,,,,,,
IGA LOCAL GROCER EAST BRIGHTON,41614,BRIGHTON EAST,VIC ,3187,1776,IGA Local Grocer,,,,,,,,,,,,
IGA M BROADFORD PLUS LIQUOR,17727,BROADFORD,VIC ,3658,536,IGA Medium,ROBERT LIE,,,,,,,,,,,
IGA LOCAL GROCER BROADMEADOWS,280,BROADMEADOWS,VIC ,3047,1397,IGA Local Grocer,,,,,,,,,,,,
SACCA'S FINE FOOD BROADMEADOWS,80877,BROADMEADOWS,VIC ,3047,1601,Foodworks,SACCAS FINE FOOD,,,,,,,,,,,
FOODWORKS BRUNSWICK,19142,BRUNSWICK,VIC ,3056,2023,Foodworks,YI HO,,,,,,,,,,,
IGA L BRUNSWICK,41117,BRUNSWICK,VIC ,3056,405,IGA Large,ROBERT LIE,,,,,,,,,,,
MEDITERRANEAN BRUNSWICK (FRIENDLY GROCER ASSOC),14997,BRUNSWICK,VIC ,3056,2000,Friendly Grocer,,,,,,,,,,,,
FWKS BRUNSWICK EAST,14518,BRUNSWICK EAST,VIC ,3057,1886,Foodworks,,,,,,,,,,,,
IGA LOCAL GROCER BRUNSWICK EAST,52880,BRUNSWICK EAST,VIC ,3057,1260,IGA Local Grocer,ELYAS,,,,,,,,,,,
IGA LOCAL GROCER + LIQ ETTARO,148551,BRUNSWICK EAST,VIC ,3057,1315,IGA Local Grocer,ELYAS,,,,,,,,,,,
TT MART FGRC,52884,BRUNSWICK EAST,VIC ,3057,2208,Friendly Grocer,,,,,,,,,,,,
FOODWORKS ON MELVILLE,16362,BRUNSWICK WEST,VIC ,3055,1671,Foodworks,,,,,,,,,,,,
IGA LOCAL GROCER WEST BRUNSWICK,53537,BRUNSWICK WEST,VIC ,3055,1226,IGA Local Grocer,RAMI BOKTOR,,,,,,,,,,,
BRUTHEN GENERAL STORE FGRC,14636,BRUTHEN,VIC ,3885,2129,Friendly Grocer,-,,,,,,,,,,,
IGA LOCAL GROCER AGORA,222164,BUNDOORA,VIC ,3083,1391,IGA Local Grocer,HITESH,,,,,,,,,,,
FWKS BUNDOORA,131,BUNDOORA,VIC ,3083,1442,Foodworks,,,,,,,,,,,,
FOODWORKS PLUS LIQUOR BUNINGYONG,10890,BUNINYONG,VIC ,3357,532,Foodworks,ALEX NG,,,,,,,,,,,
IGA M BUNYIP PLUS LIQUOR,38689,BUNYIP,VIC ,3815,263,IGA Medium,ROBERT LIE,,,,,,,,,,,
BURNLEY GROCER & LIQUOR (FWKS),229164,BURNLEY,VIC ,3121,2211,Foodworks,,,,,,,,,,,,
IGA LOCAL GROCER CAMBERWELL,196195,CAMBERWELL,VIC ,3124,1646,IGA Local Grocer,,,,,,,,,,,,
IGA LOCAL GROCER MID CAMBERWELL,206686,CAMBERWELL,VIC ,3124,1623,IGA Local Grocer,SHADY GAYED,,,,,,,,,,,
IGA M RITCHIES CAMPERDOWN,3230,CAMPERDOWN,VIC ,3260,600,IGA Medium,RITCHIES,,,,,,,,,,,
IGA LOCAL GROCER CANTERBURY,33277,CANTERBURY,VIC ,3126,1837,IGA Local Grocer,,,,,,,,,,,,
FRIENDLY GROCER CAPE WOOLAMAI EXPRESS,7075,CAPE WOOLAMAI,VIC ,3925,1929,Friendly Grocer,,,,,,,,,,,,
CARLTON SMKT (FWKS),32556,CARLTON,VIC ,3053,1732,Foodworks,JASVIR SINGH,,,,,,,,,,,
FOODWORKS EXPRESS NICHOLSON ST CARLTON,17897,CARLTON,VIC ,3053,2027,Foodworks,,,,,,,,,,,,
PRESS & GROCERS CARLTON F,270355,CARLTON,VIC ,3053,1794,Friendly Grocer,-,,,,,,,,,,,
IGA LG SAMS CARLTON (SWANSTON ST),277403,CARLTON,VIC ,3053,1708,IGA Local Grocer,SAMI YOUNAN,,,,,,,,,,,
IGA LOCAL GROCER LYGON STREET,1007,CARLTON,VIC ,3053,1558,IGA Local Grocer,,,,,,,,,,,,
IGA M CARNEGIE PLUS LIQUOR,211342,CARNEGIE,VIC ,3163,1339,IGA Medium,-,,,,,,,,,,,
IGA LOCAL GROCER SPRINGLAKE,234130,CAROLINE SPRINGS,VIC ,3023,2048,IGA Local Grocer,-,,,,,,,,,,,
IGA L CARRUM DOWNS (RITCHIES),21503,CARRUM DOWNS,VIC ,3201,102,IGA Large,RITCHIES,,,,,,,,,,,
FOODWORKS CASTERTON,20458,CASTERTON,VIC ,3311,424,Foodworks,ALEX NG,,,,,,,,,,,
IGA M CASTLEMAINE PLUS LIQUOR,7975,CASTLEMAINE,VIC ,3450,696,IGA Medium,,,,,,,,,,,,
IGA L MAXI CASTLEMAINE,33201,CASTLEMAINE,VIC ,3450,36,IGA Large,BRENDON BLAKE,,,,,,,,,,,
IGA LOCAL GROCER CAULFIELD NORTH,235450,CAULFIELD NORTH,VIC ,3161,1374,IGA Local Grocer,RYAN OUYANG,,,,,,,,,,,
FGRC CAULFIELD SOUTH,15227,CAULFIELD SOUTH,VIC ,3162,1349,Friendly Grocer,SCHROEDER,,,,,,,,,,,
FOODWORKS CHARLTON (ASSOCIATE),14894,CHARLTON,VIC ,3525,2058,Foodworks,,,,,,,,,,,,
IGA M CHARLTON PLUS LIQUOR,10069,CHARLTON,VIC ,3525,755,IGA Medium,,,,,,,,,,,,
IGA LOCAL GROCER CHELSEA HEIGHTS PLUS LIQUOR,6416,CHELSEA HEIGHTS,VIC ,3196,1027,IGA Local Grocer,,,,,,,,,,,,
FOODWORKS CHELTENHAM,10663,CHELTENHAM,VIC ,3192,1389,Foodworks,,,,,,,,,,,,
IGA LOCAL GROCER CHELTENHAM,89713,CHELTENHAM,VIC ,3192,821,IGA Local Grocer,TRUSCOTT,,,,,,,,,,,
DANGS CHELTENHAM (FWKS),4705,CHELTENHAM,VIC ,3192,1815,Foodworks,,,,,,,,,,,,
IGA M CHILTERN PLUS LIQUOR,41422,CHILTERN,VIC ,3683,962,IGA Medium,AIMS ASSOC,,,,,,,,,,,
IGA LOCAL GROCER CLARENDON,47120,CLARENDON,VIC ,3352,1403,IGA Local Grocer,SHGRI,,,,,,,,,,,
IGA LG CLAYTON SHELL,257068,CLAYTON,VIC ,3168,1525,IGA Local Grocer,,,,,,,,,,,,
FWKS MCCOPPINS CLIFTON HILL,10821,CLIFTON HILL,VIC ,3068,1517,Foodworks,DAVISON,,,,,,,,,,,
IGA LOCAL GROCER CLUNES PLUS LIQUOR,1370,CLUNES,VIC ,3370,1040,IGA Local Grocer,,,,,,,,,,,,
IGA M COBDEN (RITCHIES),7695,COBDEN,VIC ,3266,319,IGA Medium,RITCHIES,,,,,,,,,,,
IGA M COBRAM (RITCHIES),32560,COBRAM,VIC ,3543,434,IGA Medium,RITCHIES,,,,,,,,,,,
SACCAS FINE FOOD COBURG FWKS,259179,COBURG,VIC ,3058,2081,Foodworks,SACCAS FINE FOOD,,,,,,,,,,,
IGA M COBURG PLUS LIQUOR,53554,COBURG,VIC ,3058,1212,IGA Medium,BABYLONG GROUP,,,,,,,,,,,
IGA L RITCHIES PENTRIDGE,85023,COBURG,VIC ,3058,346,IGA Large,RITCHIES,,,,,,,,,,,
IGA M COCKATOO PLUS LIQUOR,40167,COCKATOO,VIC ,3781,322,IGA Medium,,,,,,,,,,,,
